md5,sha1,sha256,subject,subject_common_name,subject_organizational_unit,subject_organization,subject_locality,subject_state,subject_country,subject_email,issuer,issuer_common_name,issuer_organizational_unit,issuer_organization,issuer_locality,issuer_state,issuer_country,issuer_email,serial,hash_algo,signature_algo,valid_not_before,valid_not_after
357a094bc9548c106563388ed99788c4,1B:8E:EA:57:96:29:1A:C9:39:EA:B8:0A:81:1A:73:73:C0:93:79:67,8A:86:6F:D1:B2:76:B5:7E:57:8E:92:1C:65:82:8A:2B:ED:58:E9:F2:F2:88:05:41:34:B7:F1:F4:BF:C9:CC:74, C=BM O=QuoVadis Limited CN=QuoVadis Root CA 1 G3,QuoVadis Root CA 1 G3,,QuoVadis Limited,,,BM,, C=BM O=QuoVadis Limited CN=QuoVadis Root CA 1 G3,QuoVadis Root CA 1 G3,,QuoVadis Limited,,,BM,,687049649626669250736271037606554624078720034195,sha256WithRSAEncryption,sha256WithRSAEncryption,2012-01-12 17:27:44,2042-01-12 17:27:44
ecd927f8b30b212fce71d683ca877855,31:43:64:9B:EC:CE:27:EC:ED:3A:3F:0B:8F:0D:E4:E8:91:DD:EE:CA,46:ED:C3:68:90:46:D5:3A:45:3F:B3:10:4A:B8:0D:CA:EC:65:8B:26:60:EA:16:29:DD:7E:86:79:90:64:87:16, C=TR L=Gebze - Kocaeli O=Turkiye Bilimsel ve Teknolojik Arastirma Kurumu - TUBITAK OU=Kamu Sertifikasyon Merkezi - Kamu SM CN=TUBITAK Kamu SM SSL Kok Sertifikasi - Surum 1,TUBITAK Kamu SM SSL Kok Sertifikasi - Surum 1,Kamu Sertifikasyon Merkezi - Kamu SM,Turkiye Bilimsel ve Teknolojik Arastirma Kurumu - TUBITAK,Gebze - Kocaeli,,TR,, C=TR L=Gebze - Kocaeli O=Turkiye Bilimsel ve Teknolojik Arastirma Kurumu - TUBITAK OU=Kamu Sertifikasyon Merkezi - Kamu SM CN=TUBITAK Kamu SM SSL Kok Sertifikasi - Surum 1,TUBITAK Kamu SM SSL Kok Sertifikasi - Surum 1,Kamu Sertifikasyon Merkezi - Kamu SM,Turkiye Bilimsel ve Teknolojik Arastirma Kurumu - TUBITAK,Gebze - Kocaeli,,TR,,1,sha256WithRSAEncryption,sha256WithRSAEncryption,2013-11-25 08:25:55,2043-10-25 08:25:55
4e6e4196ff0889d105a626c4e732816f,E2:52:FA:95:3F:ED:DB:24:60:BD:6E:28:F3:9C:CC:CF:5E:B3:3F:DE,A1:33:9D:33:28:1A:0B:56:E5:57:D3:D3:2B:1C:E7:F9:36:7E:B0:94:BD:5F:A7:2A:7E:50:04:C8:DE:D7:CA:FE, C=PL O=Krajowa Izba Rozliczeniowa S.A. CN=SZAFIR ROOT CA2,SZAFIR ROOT CA2,,Krajowa Izba Rozliczeniowa S.A.,,,PL,, C=PL O=Krajowa Izba Rozliczeniowa S.A. CN=SZAFIR ROOT CA2,SZAFIR ROOT CA2,,Krajowa Izba Rozliczeniowa S.A.,,,PL,,357043034767186914217277344587386743377558296292,sha256WithRSAEncryption,sha256WithRSAEncryption,2015-10-19 07:43:30,2035-10-19 07:43:30
552fdc5a86c20a0c8e03e8858f487870,D3:DD:48:3E:2B:BF:4C:05:E8:AF:10:F5:FA:76:26:CF:D3:DC:30:92,B6:76:F2:ED:DA:E8:77:5C:D3:6C:B0:F6:3C:D1:D4:60:39:61:F4:9E:62:65:BA:01:3A:2F:03:07:B6:D0:B8:04, C=PL O=Unizeto Technologies S.A. OU=Certum Certification Authority CN=Certum Trusted Network CA 2,Certum Trusted Network CA 2,Certum Certification Authority,Unizeto Technologies S.A.,,,PL,, C=PL O=Unizeto Technologies S.A. OU=Certum Certification Authority CN=Certum Trusted Network CA 2,Certum Trusted Network CA 2,Certum Certification Authority,Unizeto Technologies S.A.,,,PL,,44979900017204383099463764357512596969,sha512WithRSAEncryption,sha512WithRSAEncryption,2011-10-06 08:39:56,2046-10-06 08:39:56
fe1ae18f639521b7b47a0c1f3c1e156f,DE:3F:40:BD:50:93:D3:9B:6C:60:F6:DA:BC:07:62:01:00:89:76:C9,A4:5E:DE:3B:BB:F0:9C:8A:E1:5C:72:EF:C0:72:68:D6:93:A2:1C:99:6F:D5:1E:67:CA:07:94:60:FD:6D:88:73, C=BM O=QuoVadis Limited OU=Root Certification Authority CN=QuoVadis Root Certification Authority,QuoVadis Root Certification Authority,Root Certification Authority,QuoVadis Limited,,,BM,, C=BM O=QuoVadis Limited OU=Root Certification Authority CN=QuoVadis Root Certification Authority,QuoVadis Root Certification Authority,Root Certification Authority,QuoVadis Limited,,,BM,,985026699,sha1WithRSAEncryption,sha1WithRSAEncryption,2001-03-19 18:33:33,2021-03-17 18:33:33
27815455fdcf62f684041816777c90c3,89:DF:74:FE:5C:F4:0F:4A:80:F9:E3:37:7D:54:DA:91:E1:01:31:8E,3C:5F:81:FE:A5:FA:B8:2C:64:BF:A2:EA:EC:AF:CD:E8:E0:77:FC:86:20:A7:CA:E5:37:16:3D:F3:6E:DB:F3:78, C=HU L=Budapest O=Microsec Ltd. CN=Microsec e-Szigno Root CA 2009 emailAddress=info@e-szigno.hu,Microsec e-Szigno Root CA 2009,,Microsec Ltd.,Budapest,,HU,info@e-szigno.hu, C=HU L=Budapest O=Microsec Ltd. CN=Microsec e-Szigno Root CA 2009 emailAddress=info@e-szigno.hu,Microsec e-Szigno Root CA 2009,,Microsec Ltd.,Budapest,,HU,info@e-szigno.hu,14014712776195784473,sha256WithRSAEncryption,sha256WithRSAEncryption,2009-06-16 11:30:18,2029-12-30 11:30:18
b0c8cc050ee556bead7f71d3136186ba,48:12:BD:92:3C:A8:C4:39:06:E7:30:6D:27:96:E6:A4:CF:22:2E:7D,88:EF:81:DE:20:2E:B0:18:45:2E:43:F8:64:72:5C:EA:5F:BD:1F:C2:D9:D2:05:73:07:09:C5:D8:B8:69:0F:46, C=BM O=QuoVadis Limited CN=QuoVadis Root CA 3 G3,QuoVadis Root CA 3 G3,,QuoVadis Limited,,,BM,, C=BM O=QuoVadis Limited CN=QuoVadis Root CA 3 G3,QuoVadis Root CA 3 G3,,QuoVadis Limited,,,BM,,268090761170461462463995952157327242137089239581,sha256WithRSAEncryption,sha256WithRSAEncryption,2012-01-12 20:26:32,2042-01-12 20:26:32
fa3b51d1c60b94af7ab9537d452ad669,96:C9:1B:0B:95:B4:10:98:42:FA:D0:D8:22:79:FE:60:FA:B9:16:83,EE:C5:49:6B:98:8C:E9:86:25:B9:34:09:2E:EC:29:08:BE:D0:B0:F3:16:C2:D4:73:0C:84:EA:F1:F3:D3:48:81, C=DE O=D-Trust GmbH CN=D-TRUST Root Class 3 CA 2 EV 2009,D-TRUST Root Class 3 CA 2 EV 2009,,D-Trust GmbH,,,DE,, C=DE O=D-Trust GmbH CN=D-TRUST Root Class 3 CA 2 EV 2009,D-TRUST Root Class 3 CA 2 EV 2009,,D-Trust GmbH,,,DE,,623604,sha256WithRSAEncryption,sha256WithRSAEncryption,2009-11-05 08:50:46,2029-11-05 08:50:46
c1711f435cb3061ba3cd9d4161fc12bd,DA:FA:F7:FA:66:84:EC:06:8F:14:50:BD:C7:C2:81:A5:BC:A9:64:57,ED:F7:EB:BC:A2:7A:2A:38:4D:38:7B:7D:40:10:C6:66:E2:ED:B4:84:3E:4C:29:B4:AE:1D:5B:93:32:E6:B2:4D, C=NO O=Buypass AS-983163327 CN=Buypass Class 3 Root CA,Buypass Class 3 Root CA,,Buypass AS-983163327,,,NO,, C=NO O=Buypass AS-983163327 CN=Buypass Class 3 Root CA,Buypass Class 3 Root CA,,Buypass AS-983163327,,,NO,,2,sha256WithRSAEncryption,sha256WithRSAEncryption,2010-10-26 08:28:58,2040-10-26 08:28:58
bdfb477e2c6ea5e66cde539891fbf662,8C:F4:27:FD:79:0C:3A:D1:66:06:8D:E8:1E:57:EF:BB:93:22:72:D4,43:DF:57:74:B0:3E:7F:EF:5F:E4:0D:93:1A:7B:ED:F1:BB:2E:6B:42:73:8C:4E:6D:38:41:10:3D:3A:A7:F3:39," C=US O=Entrust, Inc. OU=See www.entrust.net/legal-terms OU=(c) 2009 Entrust, Inc. - for authorized use only CN=Entrust Root Certification Authority - G2",Entrust Root Certification Authority - G2,See www.entrust.net/legal-terms,"Entrust, Inc.",,,US,," C=US O=Entrust, Inc. OU=See www.entrust.net/legal-terms OU=(c) 2009 Entrust, Inc. - for authorized use only CN=Entrust Root Certification Authority - G2",Entrust Root Certification Authority - G2,See www.entrust.net/legal-terms,"Entrust, Inc.",,,US,,1246989352,sha256WithRSAEncryption,sha256WithRSAEncryption,2009-07-07 17:25:54,2030-12-07 17:55:54
c3aa12b84a49b0103847cee6e711b230,3B:C4:9F:48:F8:F3:73:A0:9C:1E:BD:F8:5B:B1:C3:65:C7:D8:11:B3,BF:0F:EE:FB:9E:3A:58:1A:D5:F9:E9:DB:75:89:98:57:43:D2:61:08:5C:4D:31:4F:6F:5D:72:59:AA:42:16:12," C=JP O=Japan Certification Services, Inc. CN=SecureSign RootCA11",SecureSign RootCA11,,"Japan Certification Services, Inc.",,,JP,," C=JP O=Japan Certification Services, Inc. CN=SecureSign RootCA11",SecureSign RootCA11,,"Japan Certification Services, Inc.",,,JP,,1,sha1WithRSAEncryption,sha1WithRSAEncryption,2009-04-08 04:56:47,2029-04-08 04:56:47
6aefe791340f778a1fec504c555d863e,AE:C5:FB:3F:C8:E1:BF:C4:E5:4F:03:07:5A:9A:E8:00:B7:F7:B6:FA,04:04:80:28:BF:1F:28:64:D4:8F:9A:D4:D8:32:94:36:6A:82:88:56:55:3F:3B:14:30:3F:90:14:7F:5D:40:EF, C=ES CN=Autoridad de Certificacion Firmaprofesional CIF A62634068,Autoridad de Certificacion Firmaprofesional CIF A62634068,,,,,ES,, C=ES CN=Autoridad de Certificacion Firmaprofesional CIF A62634068,Autoridad de Certificacion Firmaprofesional CIF A62634068,,,,,ES,,6047274297262753887,sha1WithRSAEncryption,sha1WithRSAEncryption,2009-05-20 08:38:15,2030-12-31 08:38:15
6408d26c8413184dda851528a5491e59,1F:49:14:F7:D8:74:95:1D:DD:AE:02:C0:BE:FD:3A:2D:82:75:51:85,18:F1:FC:7F:20:5D:F8:AD:DD:EB:7F:E0:07:DD:57:E3:AF:37:5A:9C:4D:8D:73:54:6B:F4:F1:FE:D1:E1:8D:35, C=BM O=QuoVadis Limited CN=QuoVadis Root CA 3,QuoVadis Root CA 3,,QuoVadis Limited,,,BM,, C=BM O=QuoVadis Limited CN=QuoVadis Root CA 3,QuoVadis Root CA 3,,QuoVadis Limited,,,BM,,1478,sha1WithRSAEncryption,sha1WithRSAEncryption,2006-11-24 19:11:23,2031-11-24 19:06:44
15b742dbbf495aeb9ec5aa34df4419ed,59:22:A1:E1:5A:EA:16:35:21:F8:98:39:6A:46:46:B0:44:1B:0F:A9,41:C9:23:86:6A:B4:CA:D6:B7:AD:57:80:81:58:2E:02:07:97:A6:CB:DF:4F:FF:78:CE:83:96:B3:89:37:D7:F5, C=CH O=WISeKey OU=Copyright (c) 2005 OU=OISTE Foundation Endorsed CN=OISTE WISeKey Global Root GA CA,OISTE WISeKey Global Root GA CA,Copyright (c) 2005,WISeKey,,,CH,, C=CH O=WISeKey OU=Copyright (c) 2005 OU=OISTE Foundation Endorsed CN=OISTE WISeKey Global Root GA CA,OISTE WISeKey Global Root GA CA,Copyright (c) 2005,WISeKey,,,CH,,86718877871133159090080555911823548314,sha1WithRSAEncryption,sha1WithRSAEncryption,2005-12-11 16:03:44,2037-12-11 16:09:51
85e80ccc0e2d83c722bc50335753daf1,51:C6:E7:08:49:06:6E:F3:92:D4:5C:A0:0D:6D:A3:62:8F:C3:52:39,B0:BF:D5:2B:B0:D7:D9:BD:92:BF:5D:4D:C1:3D:A2:55:C0:2C:54:2F:37:83:65:EA:89:39:11:F5:5E:55:F2:3C, C=TR L=Ankara O=E-Tuğra EBG Bilişim Teknolojileri ve Hizmetleri A.Ş. OU=E-Tugra Sertifikasyon Merkezi CN=E-Tugra Certification Authority,E-Tugra Certification Authority,E-Tugra Sertifikasyon Merkezi,E-Tuğra EBG Bilişim Teknolojileri ve Hizmetleri A.Ş.,Ankara,,TR,, C=TR L=Ankara O=E-Tuğra EBG Bilişim Teknolojileri ve Hizmetleri A.Ş. OU=E-Tugra Sertifikasyon Merkezi CN=E-Tugra Certification Authority,E-Tugra Certification Authority,E-Tugra Sertifikasyon Merkezi,E-Tuğra EBG Bilişim Teknolojileri ve Hizmetleri A.Ş.,Ankara,,TR,,7667447206703254355,sha256WithRSAEncryption,sha256WithRSAEncryption,2013-03-05 12:09:48,2023-03-03 12:09:48
96b5293e894a4898f4d60fa0ed69b4c2,01:0C:06:95:A6:98:19:14:FF:BF:5F:C6:B0:B6:95:EA:29:E9:12:A6,A0:40:92:9A:02:CE:53:B4:AC:F4:F2:FF:C6:98:1C:E4:49:6F:75:5E:6D:45:FE:0B:2A:69:2B:CD:52:52:3F:36, C=GR L=Athens O=Hellenic Academic and Research Institutions Cert. Authority CN=Hellenic Academic and Research Institutions RootCA 2015,Hellenic Academic and Research Institutions RootCA 2015,,Hellenic Academic and Research Institutions Cert. Authority,Athens,,GR,, C=GR L=Athens O=Hellenic Academic and Research Institutions Cert. Authority CN=Hellenic Academic and Research Institutions RootCA 2015,Hellenic Academic and Research Institutions RootCA 2015,,Hellenic Academic and Research Institutions Cert. Authority,Athens,,GR,,0,sha256WithRSAEncryption,sha256WithRSAEncryption,2015-07-07 10:11:21,2040-06-30 10:11:21
2e2941b9179371828d1d7ca448eb2ff6,2E:14:DA:EC:28:F0:FA:1E:8E:38:9A:4E:AB:EB:26:C0:0A:D3:83:C3,FC:BF:E2:88:62:06:F7:2B:27:59:3C:8B:07:02:97:E1:2D:76:9E:D1:0E:D7:93:07:05:A8:09:8E:FF:C1:4D:17, C=FR O=Certinomis OU=0002 433998903 CN=Certinomis - Autorité Racine,Certinomis - Autorité Racine,0002 433998903,Certinomis,,,FR,, C=FR O=Certinomis OU=0002 433998903 CN=Certinomis - Autorité Racine,Certinomis - Autorité Racine,0002 433998903,Certinomis,,,FR,,1,sha1WithRSAEncryption,sha1WithRSAEncryption,2008-09-17 08:28:59,2028-09-17 08:28:59
d8398a93672774543216764222901ebd,50:30:06:09:1D:97:D4:F5:AE:39:F7:CB:E7:92:7D:7D:65:2D:34:31,6D:C4:71:72:E0:1C:BC:B0:BF:62:58:0D:89:5F:E2:B8:AC:9A:D4:F8:73:80:1E:0C:10:B9:C8:37:D2:1E:B1:77, O=Entrust.net OU=www.entrust.net/CPS_2048 incorp. by ref. (limits liab.) OU=(c) 1999 Entrust.net Limited CN=Entrust.net Certification Authority (2048),Entrust.net Certification Authority (2048),www.entrust.net/CPS_2048 incorp. by ref. (limits liab.),Entrust.net,,,,, O=Entrust.net OU=www.entrust.net/CPS_2048 incorp. by ref. (limits liab.) OU=(c) 1999 Entrust.net Limited CN=Entrust.net Certification Authority (2048),Entrust.net Certification Authority (2048),www.entrust.net/CPS_2048 incorp. by ref. (limits liab.),Entrust.net,,,,,946069240,sha1WithRSAEncryption,sha1WithRSAEncryption,1999-12-24 17:50:51,2029-07-24 14:15:12
3d6df24f8685dfad5818e2575cc23543,A1:4B:48:D9:43:EE:0A:0E:40:90:4F:3C:E0:A4:C0:91:93:51:5D:3F,7D:05:EB:B6:82:33:9F:8C:94:51:EE:09:4E:EB:FE:FA:79:53:A1:14:ED:B2:F4:49:49:45:2F:AB:7D:2F:C1:85, C=US O=DigiCert Inc OU=www.digicert.com CN=DigiCert Assured ID Root G2,DigiCert Assured ID Root G2,www.digicert.com,DigiCert Inc,,,US,, C=US O=DigiCert Inc OU=www.digicert.com CN=DigiCert Assured ID Root G2,DigiCert Assured ID Root G2,www.digicert.com,DigiCert Inc,,,US,,15385348160840213938643033620894905419,sha256WithRSAEncryption,sha256WithRSAEncryption,2013-08-01 12:00:00,2038-01-15 12:00:00
e6bd8a68ddf59e996deef6233a1564ea,D8:EB:6B:41:51:92:59:E0:F3:E7:85:00:C0:3D:B6:88:97:C9:EE:FC,3C:4F:B0:B9:5A:B8:B3:00:32:F4:32:B8:6F:53:5F:E1:72:C1:85:D0:FD:39:86:58:37:CF:36:18:7F:A6:F4:28, C=NL O=Staat der Nederlanden CN=Staat der Nederlanden Root CA - G3,Staat der Nederlanden Root CA - G3,,Staat der Nederlanden,,,NL,, C=NL O=Staat der Nederlanden CN=Staat der Nederlanden Root CA - G3,Staat der Nederlanden Root CA - G3,,Staat der Nederlanden,,,NL,,10003001,sha256WithRSAEncryption,sha256WithRSAEncryption,2013-11-14 11:28:42,2028-11-13 23:00:00
a53acdddcb6e718720a12fcd5e9060f1,93:05:7A:88:15:C6:4F:CE:88:2F:FA:91:16:52:28:78:BC:53:64:17,9A:6E:C0:12:E1:A7:DA:9D:BE:34:19:4D:47:8A:D7:C0:DB:18:22:FB:07:1D:F1:29:81:49:6E:D1:04:38:41:13, CN=ACCVRAIZ1 OU=PKIACCV O=ACCV C=ES,ACCVRAIZ1,PKIACCV,ACCV,,,ES,, CN=ACCVRAIZ1 OU=PKIACCV O=ACCV C=ES,ACCVRAIZ1,PKIACCV,ACCV,,,ES,,6828503384748696800,sha1WithRSAEncryption,sha1WithRSAEncryption,2011-05-05 09:37:37,2030-12-31 09:37:37
29bb696c2d214c56c5e1df0864aa2917,AF:E5:D2:44:A8:D1:19:42:30:FF:47:9F:E2:F8:97:BB:CD:7A:8C:B4,52:F0:E1:C4:E5:8E:C6:29:29:1B:60:31:7F:07:46:71:B8:5D:7E:A8:0D:5B:07:27:34:63:53:4B:32:B4:02:34, C=GB ST=Greater Manchester L=Salford O=COMODO CA Limited CN=COMODO RSA Certification Authority,COMODO RSA Certification Authority,,COMODO CA Limited,Salford,Greater Manchester,GB,, C=GB ST=Greater Manchester L=Salford O=COMODO CA Limited CN=COMODO RSA Certification Authority,COMODO RSA Certification Authority,,COMODO CA Limited,Salford,Greater Manchester,GB,,101909084537582093308941363524873193117,sha384WithRSAEncryption,sha384WithRSAEncryption,2010-01-19 00:00:00,2038-01-18 23:59:59
8c38b2a41cc489cd958dfedde23cfdb1,4E:B6:D5:78:49:9B:1C:CF:5F:58:1E:AD:56:BE:3D:9B:67:44:A5:E5,9A:CF:AB:7E:43:C8:D8:80:D0:6B:26:2A:94:DE:EE:E4:B4:65:99:89:C3:D0:CA:F1:9B:AF:64:05:E4:1A:B7:DF," C=US O=VeriSign, Inc. OU=VeriSign Trust Network OU=(c) 2006 VeriSign, Inc. - For authorized use only CN=VeriSign Class 3 Public Primary Certification Authority - G5",VeriSign Class 3 Public Primary Certification Authority - G5,VeriSign Trust Network,"VeriSign, Inc.",,,US,," C=US O=VeriSign, Inc. OU=VeriSign Trust Network OU=(c) 2006 VeriSign, Inc. - For authorized use only CN=VeriSign Class 3 Public Primary Certification Authority - G5",VeriSign Class 3 Public Primary Certification Authority - G5,VeriSign Trust Network,"VeriSign, Inc.",,,US,,33037644167568058970164719475676101450,sha1WithRSAEncryption,sha1WithRSAEncryption,2006-11-08 00:00:00,2036-07-16 23:59:59
